avl_mass,avl_CGx,avl_CGy,avl_CGz,avl_Ixx,avl_Iyy,avl_Izz
7555.639,155.01968128339209,0.01261070555182877,0.5438690005512109,69071624.791666046,10741477.751659015,79813102.543325052
